id	part	cd_diameter_a	cd_thread	cd_angle	cd_weight	cd_diagram_	cd_diameter_b	cd_diameter_c	cd_length_d
1	8-D-6096	0.330	20411	90.0	10.1	NULL	NULL	NULL	NULL
2	9-Z-9999	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
